wave,only_means,message,prevent,condemn,justified,mate_compete,job_compete,life_satisfaction,excess_males,age,age_group,gender,state,citizenship,marital,religion,eduyrs,occupation,income,household_size,self_econ,distance_ref,settle_ref,left_right,afd,muslim_att,afd_att,contact_att,outcome_list,ref_integrating,ref_citizenship,ref_reduce,ref_moredone,ref_cultgiveup,ref_economy,ref_crime,ref_terror,ref_loc_services,ref_loc_economy,ref_loc_crime,ref_loc_culture,ref_loc_islam,ref_loc_schools,ref_loc_housing,ref_loc_wayoflife
1,2,NA,NA,1,2,NA,NA,NA,1.0933555555555556,19,18-29,Female,Nordrhein-Westfalen,1,Divorced / separated,Other Christian,NA,"In schooling / vocational training, student","4,000 to below 4,500 <80>",3,7,6-10 kilometers,250 <96> 499,6,8,0.625,0.6666666666666666,0.6666666666666666,2,3,2,4,3,3,4,3,3,2,4,3,3,3,2,2,3
1,1,NA,NA,1,1,NA,NA,NA,1.0933555555555556,44,40-49,Female,Nordrhein-Westfalen,1,Married,Protestant,NA,Employee in low / medium position,"3,500 to below 4,000 <80>",4,7,6-10 kilometers,50 <96> 249,5,1,0.25,0,0,2,2,3,1,1,1,2,3,2,2,2,3,1,2,4,2,3
1,3,NA,NA,4,3,NA,NA,NA,1.0933555555555556,29,18-29,Female,Nordrhein-Westfalen,1,Married,Roman Catholic,NA,Employee in low / medium position,"500 to below 1,000 <80>",3,4,Less than 3 kilometer,500 <96> 999,6,69,1,1,0.16666666666666666,2,3,4,4,4,4,4,4,4,4,4,4,4,1,4,4,3
3,2,2,2,3,2,NA,NA,NA,1.0933555555555556,40,30-39,Male,Nordrhein-Westfalen,1,"Single, without partner",Protestant,15,Unemployed / seeking work,"500 to below 1,000 <80>",1,3,Don't know,250 <96> 499,6,15,0.75,1,0,NA,3,2,3,3,3,3,3,3,4,3,3,3,3,3,2,3
1,1,NA,NA,2,3,NA,NA,NA,1.0933555555555556,61,60 and older,Male,Nordrhein-Westfalen,1,Married,Roman Catholic,NA,Retired,"2,000 to below 2,500 <80>",2,7,Don't know,250 <96> 499,5,0,1,0,0.16666666666666666,2,3,3,3,3,3,2,2,2,3,2,2,2,4,4,4,3
1,4,NA,NA,1,4,NA,NA,NA,1.0933555555555556,49,40-49,Female,Nordrhein-Westfalen,1,Married,Roman Catholic,NA,Unemployed / seeking work,"500 to below 1,000 <80>",4,0 ( BOTTOM ),Less than 3 kilometer,1000 and more,0,90,1,1,0.5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4
1,2,NA,NA,2,1,NA,NA,NA,1.0933555555555556,67,60 and older,Female,Nordrhein-Westfalen,1,Divorced / separated,Protestant,NA,Retired,"500 to below 1,000 <80>",1,4,Less than 3 kilometer,50 <96> 249,5,0,0.875,0,0.16666666666666666,2,3,2,3,3,4,3,3,3,4,3,3,3,4,4,4,3
1,1,NA,NA,1,1,NA,NA,NA,1.0933555555555556,67,60 and older,Male,Nordrhein-Westfalen,1,Married,"No, I don't feel close to any religion",NA,Retired,"4,500 to below 5,000 <80>",2,7,Less than 3 kilometer,1000 and more,3,0,0,0,0.5,2,2,1,2,1,2,2,2,2,3,2,2,2,3,4,3,3
3,2,1,2,2,3,NA,NA,NA,1.0933555555555556,35,30-39,Female,Nordrhein-Westfalen,1,"Single, without partner",Protestant,17,Permanently sick or disabled,"500 to below 1,000 <80>",1,5,6-10 kilometers,250 <96> 499,5,15,0.875,0.3333333333333333,0.3333333333333333,NA,3,4,4,4,4,4,3,4,4,3,3,2,2,4,4,4
3,2,1,1,1,1,NA,NA,NA,1.0933555555555556,26,18-29,Female,Nordrhein-Westfalen,1,"With partner, living together","No, I don't feel close to any religion",13,Employee in low / medium position,"2,500 to below 3,000 <80>",2,7,6-10 kilometers,250 <96> 499,6,59,0.5,1,0,NA,3,1,2,3,3,3,3,3,3,2,3,3,3,3,3,3
3,1,1,1,1,1,NA,NA,NA,1.0933555555555556,58,50-59,Male,Nordrhein-Westfalen,1,Married,"No, I don't feel close to any religion",13,Civil servant,"4,000 to below 4,500 <80>",5,5,Don't know,1000 and more,2,0,0.125,0,0,NA,2,1,2,2,2,2,2,2,1,2,2,2,2,3,2,3
1,3,NA,NA,1,3,NA,NA,NA,1.0933555555555556,41,40-49,Female,Nordrhein-Westfalen,1,"Single, without partner",Protestant Free Church,NA,Unemployed / seeking work,"500 to below 1,000 <80>",2,6,Don't know,50 <96> 249,2,12,0.5,1,0.3333333333333333,3,3,2,4,4,3,3,4,3,4,2,3,2,3,4,3,3
3,2,1,2,1,1,NA,NA,NA,1.0933555555555556,68,60 and older,Female,Nordrhein-Westfalen,1,Divorced / separated,Protestant,11,Retired,"500 to below 1,000 <80>",1,4,21-50 kilometers,500 <96> 999,4,0,0.75,0.3333333333333333,0.16666666666666666,NA,3,3,2,2,3,4,3,4,4,3,3,3,4,4,4,2
1,3,NA,NA,2,2,NA,NA,NA,1.0933555555555556,60,60 and older,Male,Nordrhein-Westfalen,1,Married,Protestant,NA,Retired,"3,000 to below 3,500 <80>",3,6,Don't know,250 <96> 499,8,70,0.625,1,0.16666666666666666,1,3,3,4,3,3,4,4,4,4,3,4,4,4,4,3,4
3,3,4,4,3,3,NA,NA,NA,1.0933555555555556,50,40-49,Female,Nordrhein-Westfalen,1,Married,Roman Catholic,17,Employee in low / medium position,"3,500 to below 4,000 <80>",4,6,3-5 kilometers,1000 and more,5,86,1,1,0.8333333333333334,NA,4,4,4,4,4,4,3,3,4,4,4,3,4,4,4,4
3,1,1,1,2,1,NA,NA,NA,1.0933555555555556,68,60 and older,Male,Nordrhein-Westfalen,1,Married,Roman Catholic,12,Retired,"1,500 to below 2,000 <80>",2,7,Don't know,500 <96> 999,5,0,0.5,0.3333333333333333,0.3333333333333333,NA,4,2,3,2,4,3,3,3,3,3,3,3,3,3,3,2
3,3,2,4,1,2,NA,NA,NA,1.0933555555555556,22,18-29,Female,Nordrhein-Westfalen,1,"With partner, not living together","No, I don't feel close to any religion",9,"In schooling / vocational training, student",No answer,4,5,3-5 kilometers,250 <96> 499,5,50,1,1,0.5,NA,3,2,4,4,3,3,3,4,4,2,3,2,1,2,4,2
1,2,NA,NA,2,2,NA,NA,NA,1.0933555555555556,67,60 and older,Male,Nordrhein-Westfalen,1,Married,Roman Catholic,NA,Retired,"1,500 to below 2,000 <80>",2,7,Don't know,1000 and more,4,0,0.75,0.6666666666666666,0.16666666666666666,2,4,2,3,3,4,4,3,3,3,4,3,3,3,4,3,4
1,3,NA,NA,3,2,NA,NA,NA,1.0933555555555556,19,18-29,Female,Nordrhein-Westfalen,1,"Single, without partner","No, I don't feel close to any religion",NA,"In schooling / vocational training, student","1,500 to below 2,000 <80>",2,5,3-5 kilometers,1000 and more,5,50,0.875,1,0.5,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1,3,NA,NA,3,2,NA,NA,NA,1.0933555555555556,34,30-39,Female,Nordrhein-Westfalen,1,"Single, without partner",Protestant,NA,Unemployed / seeking work,"500 to below 1,000 <80>",1,4,Less than 3 kilometer,500 <96> 999,4,0,1,0.6666666666666666,0.16666666666666666,2,3,4,4,4,3,4,3,4,4,4,3,3,3,4,4,4
1,3,NA,NA,3,1,NA,NA,NA,1.0933555555555556,52,50-59,Male,Nordrhein-Westfalen,1,Married,Roman Catholic,NA,Skilled worker,"3,500 to below 4,000 <80>",3,5,21-50 kilometers,1000 and more,5,0,0.25,0,0.6666666666666666,2,2,3,2,1,1,3,1,2,2,2,2,3,1,2,1,2
1,1,NA,NA,1,1,NA,NA,NA,1.0933555555555556,57,50-59,Male,Nordrhein-Westfalen,1,Married,"No, I don't feel close to any religion",NA,Civil servant,"3,000 to below 3,500 <80>",5,5,11-20 kilometers,1000 and more,2,0,0.25,0,0.16666666666666666,2,2,2,1,2,2,2,1,1,3,3,2,1,2,3,2,3
1,3,NA,NA,3,2,NA,NA,NA,1.0933555555555556,39,30-39,Male,Nordrhein-Westfalen,1,"Single, without partner",Protestant,NA,Skilled worker,"500 to below 1,000 <80>",1,4,6-10 kilometers,50 <96> 249,5,5,0.625,0.6666666666666666,0,3,3,2,3,4,4,4,3,3,4,4,2,3,3,3,3,3
3,1,1,2,1,1,NA,NA,NA,1.0933555555555556,20,18-29,Female,Nordrhein-Westfalen,1,"Single, without partner",Other Christian,14,"In schooling / vocational training, student","4,000 to below 4,500 <80>",3,6,11-20 kilometers,There are no refugees in my town,3,0,0.375,1,0.5,NA,2,2,3,3,3,3,3,3,2,3,3,3,3,2,3,3
1,4,NA,NA,1,4,NA,NA,NA,1.0933555555555556,44,40-49,Female,Nordrhein-Westfalen,1,Married,Roman Catholic,NA,Retired,"2,500 to below 3,000 <80>",2,5,6-10 kilometers,1000 and more,6,100,0.75,1,0.8333333333333334,2,4,4,4,4,4,4,4,4,4,1,4,1,4,4,4,4
3,2,3,3,2,2,NA,NA,NA,1.0933555555555556,59,50-59,Male,Nordrhein-Westfalen,1,"With partner, living together",Roman Catholic,19,Self-employed / freelancer,"4,000 to below 4,500 <80>",2,4,Less than 3 kilometer,1000 and more,7,70,1,1,0.3333333333333333,NA,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3,2,2,2,2,2,NA,NA,NA,1.0933555555555556,20,18-29,Female,Nordrhein-Westfalen,1,"Single, without partner","Christian, but not close to a particular religious community",13,"In schooling / vocational training, student","1,500 to below 2,000 <80>",2,5,11-20 kilometers,1000 and more,8,81,1,1,0.5,NA,3,3,4,3,3,4,3,3,2,4,3,4,3,3,3,3
1,3,NA,NA,3,3,NA,NA,NA,1.0933555555555556,58,50-59,Male,Nordrhein-Westfalen,1,"With partner, living together",Roman Catholic,NA,Self-employed / freelancer,"4,000 to below 4,500 <80>",2,5,Less than 3 kilometer,500 <96> 999,7,80,1,1,0.6666666666666666,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1,1,NA,NA,2,2,NA,NA,NA,0.9455062019264084,23,18-29,Female,Nordrhein-Westfalen,1,"Single, without partner","Eastern religion (Buddhism, Hinduism, Sikhism, Shinto, Tao, etc.)",NA,"In schooling / vocational training, student",below 500 <80>,1,7,Less than 3 kilometer,500 <96> 999,3,0,0.125,0,0.8333333333333334,2,2,2,2,2,2,2,2,2,3,2,2,1,2,3,3,3
3,1,2,1,1,1,NA,NA,NA,0.9455062019264084,40,30-39,Male,Nordrhein-Westfalen,1,"Single, without partner",Protestant,16,Employee in low / medium position,"2,000 to below 2,500 <80>",2,7,3-5 kilometers,50 <96> 249,6,6,0.625,0.6666666666666666,0,NA,2,3,3,4,3,2,3,3,3,3,3,2,3,4,3,3
3,1,1,1,2,1,NA,NA,NA,0.9455062019264084,48,40-49,Male,Nordrhein-Westfalen,1,"Single, without partner","No, I don't feel close to any religion",14,Civil servant,"2,000 to below 2,500 <80>",1,5,3-5 kilometers,500 <96> 999,4,0,0.125,0,0,NA,2,2,2,1,3,2,2,3,3,2,2,2,2,3,2,3
3,1,1,1,2,1,NA,NA,NA,0.9455062019264084,19,18-29,Female,Nordrhein-Westfalen,1,"Single, without partner",Roman Catholic,13,"In schooling / vocational training, student","500 to below 1,000 <80>",1,6,3-5 kilometers,500 <96> 999,6,0,0.25,0,0,NA,2,2,3,1,3,3,3,2,3,3,2,3,3,3,1,2
3,1,1,1,1,1,NA,NA,NA,0.9455062019264084,51,50-59,Male,Nordrhein-Westfalen,1,"Single, without partner","No, I don't feel close to any religion",15,Employee in low / medium position,No answer,1,5,Less than 3 kilometer,1000 and more,5,0,0.875,0,0,NA,3,2,3,3,3,3,3,3,3,3,3,1,4,4,4,4
3,1,1,1,1,1,NA,NA,NA,0.9455062019264084,19,18-29,Female,Nordrhein-Westfalen,1,"Single, without partner",Roman Catholic,13,"In schooling / vocational training, student","500 to below 1,000 <80>",1,6,3-5 kilometers,1000 and more,7,0,0.375,0,0,NA,3,4,2,1,2,2,3,2,3,2,3,2,2,4,3,3
3,2,2,2,3,2,NA,NA,NA,0.9455062019264084,21,18-29,Female,Nordrhein-Westfalen,1,"Single, without partner",Protestant Free Church,15,"In schooling / vocational training, student","500 to below 1,000 <80>",1,7,3-5 kilometers,1000 and more,7,50,0.75,1,0,NA,2,4,4,3,3,3,3,4,3,3,3,3,3,3,4,2
1,2,NA,NA,3,2,NA,NA,NA,0.9455062019264084,20,18-29,Female,Nordrhein-Westfalen,1,"Single, without partner",Protestant Free Church,NA,"In schooling / vocational training, student","1,500 to below 2,000 <80>",2,8,Don't know,500 <96> 999,7,20,0.5,0.3333333333333333,0,2,2,2,2,2,3,2,2,3,3,3,2,3,3,3,3,2
1,1,NA,NA,1,1,NA,NA,NA,0.9455062019264084,32,30-39,Male,Nordrhein-Westfalen,1,"Single, without partner","No, I don't feel close to any religion",NA,Employee in low / medium position,"1,500 to below 2,000 <80>",1,7,Don't know,50 <96> 249,3,0,0,0,0,2,2,1,1,1,1,1,3,2,3,3,3,3,2,3,2,2
1,1,NA,NA,1,1,NA,NA,NA,0.9455062019264084,50,50-59,Male,Nordrhein-Westfalen,1,"Single, without partner","No, I don't feel close to any religion",NA,Employee in low / medium position,No answer,1,6,Less than 3 kilometer,500 <96> 999,5,0,0.75,0,0.5,2,3,2,3,4,4,3,2,3,4,3,3,3,3,4,4,4
1,1,NA,NA,2,1,NA,NA,NA,0.9455062019264084,47,40-49,Male,Nordrhein-Westfalen,1,"Single, without partner","No, I don't feel close to any religion",NA,Civil servant,"2,000 to below 2,500 <80>",1,5,3-5 kilometers,250 <96> 499,3,0,0,0,0,2,2,2,2,1,3,2,2,3,3,2,2,2,2,2,3,2
1,2,NA,NA,2,3,NA,NA,NA,0.9455062019264084,21,18-29,Male,Nordrhein-Westfalen,1,"Single, without partner","No, I don't feel close to any religion",NA,"In schooling / vocational training, student",below 500 <80>,1,4,Less than 3 kilometer,1 <96> 49,4,2,0.625,0.6666666666666666,0,1,3,3,3,3,3,3,2,3,3,3,2,3,3,2,3,3
3,2,2,2,2,2,NA,NA,NA,0.9455062019264084,24,18-29,Female,Nordrhein-Westfalen,1,"Single, without partner","No, I don't feel close to any religion",18,"In schooling / vocational training, student",below 500 <80>,1,6,Less than 3 kilometer,1 <96> 49,4,7,0,0,0,NA,2,2,2,2,2,2,2,2,3,2,3,2,2,3,3,3
1,2,NA,NA,1,1,NA,NA,NA,0.9455062019264084,39,30-39,Male,Nordrhein-Westfalen,1,"Single, without partner",Protestant,NA,Employee in low / medium position,"2,000 to below 2,500 <80>",2,7,3-5 kilometers,500 <96> 999,6,25,0.5,1,0,2,2,2,3,3,3,2,3,3,3,2,3,3,3,3,3,3
1,1,NA,NA,1,1,NA,NA,NA,0.9455062019264084,18,18-29,Female,Nordrhein-Westfalen,1,"Single, without partner",Roman Catholic,NA,"In schooling / vocational training, student","4,000 to below 4,500 <80>",3,8,Less than 3 kilometer,500 <96> 999,6,9,0.75,0.3333333333333333,0.3333333333333333,2,2,2,3,3,4,4,3,3,3,4,2,3,3,3,2,3
3,1,1,1,1,1,NA,NA,NA,0.9455062019264084,33,30-39,Male,Nordrhein-Westfalen,1,"With partner, living together","No, I don't feel close to any religion",24,Employee in low / medium position,"1,500 to below 2,000 <80>",2,6,3-5 kilometers,1000 and more,2,0,0.125,0,0,NA,3,2,1,1,1,1,2,3,3,2,2,2,2,4,2,4
1,1,NA,NA,2,1,NA,NA,NA,1.0677918817129306,62,60 and older,Male,Nordrhein-Westfalen,1,Divorced / separated,"Christian, but not close to a particular religious community",NA,Unskilled worker,"1,000 to below 1,500 <80>",1,6,Don't know,250 <96> 499,5,0,0.375,0,0.16666666666666666,2,2,2,3,3,3,3,2,4,3,3,2,2,3,4,3,2
3,1,1,1,1,1,NA,NA,NA,1.0677918817129306,73,60 and older,Male,Nordrhein-Westfalen,1,Married,Roman Catholic,13,Retired,"2,000 to below 2,500 <80>",2,6,Less than 3 kilometer,500 <96> 999,5,0,0.75,0,0.3333333333333333,NA,3,2,2,3,3,2,3,3,4,3,3,3,3,4,3,3
1,1,NA,NA,1,3,NA,NA,NA,1.0677918817129306,72,60 and older,Male,Nordrhein-Westfalen,1,Married,Roman Catholic,NA,Retired,"2,000 to below 2,500 <80>",2,7,21-50 kilometers,500 <96> 999,5,0,0.75,0,0.3333333333333333,1,3,2,3,2,4,2,3,3,3,3,3,3,3,4,2,4
3,2,1,1,1,1,NA,NA,NA,1.0677918817129306,63,60 and older,Male,Nordrhein-Westfalen,1,Divorced / separated,"Christian, but not close to a particular religious community",13,Skilled worker,"1,500 to below 2,000 <80>",1,7,6-10 kilometers,250 <96> 499,7,0,0.625,0,0.5,NA,2,2,3,2,2,3,3,4,3,3,3,1,2,3,4,2
1,1,NA,NA,1,3,NA,NA,NA,1.0353946625816337,19,18-29,Female,Nordrhein-Westfalen,1,"Single, without partner","No, I don't feel close to any religion",NA,Other,"1,000 to below 1,500 <80>",2,5,21-50 kilometers,250 <96> 499,4,0,0.625,0.6666666666666666,0.3333333333333333,2,3,1,3,3,3,3,2,2,2,3,2,2,1,1,3,1
1,3,NA,NA,3,3,NA,NA,NA,1.0353946625816337,25,18-29,Male,Nordrhein-Westfalen,1,"Single, without partner","No, I don't feel close to any religion",NA,Unemployed / seeking work,"500 to below 1,000 <80>",3,4,Less than 3 kilometer,50 <96> 249,6,0,0.875,1,0.6666666666666666,3,3,3,4,4,3,3,4,4,4,3,4,3,2,3,4,3
1,1,NA,NA,1,1,NA,NA,NA,1.0353946625816337,44,40-49,Female,Nordrhein-Westfalen,1,Married,Roman Catholic,NA,Employee in low / medium position,No answer,3,5,3-5 kilometers,250 <96> 499,4,0,0.375,0,0,1,2,1,3,3,3,2,1,1,3,2,2,2,2,4,3,3
3,1,2,1,1,1,NA,NA,NA,1.0353946625816337,43,40-49,Female,Nordrhein-Westfalen,1,Married,Roman Catholic,13,Unskilled worker,"3,000 to below 3,500 <80>",3,4,Less than 3 kilometer,50 <96> 249,5,60,0.5,1,0.3333333333333333,NA,4,4,4,4,3,4,4,4,3,3,4,2,3,4,3,3
3,2,2,2,3,3,NA,NA,NA,1.0353946625816337,41,40-49,Female,Nordrhein-Westfalen,1,Married,Roman Catholic,17,Employee in high position,"5,000 or more <80>",5,8,More than 50 kilometer,500 <96> 999,7,2,1,0.6666666666666666,0.5,NA,4,4,4,3,3,4,3,3,4,4,3,3,3,3,3,3
3,1,1,1,1,1,NA,NA,NA,1.0456408854878383,51,50-59,Male,Nordrhein-Westfalen,1,Married,Roman Catholic,16,Homemaker,"5,000 or more <80>",4,7,21-50 kilometers,500 <96> 999,7,10,0.625,0,0,NA,2,1,3,1,3,2,1,2,1,2,1,2,1,2,3,2
1,1,NA,NA,1,1,NA,NA,NA,1.0456408854878383,50,50-59,Male,Nordrhein-Westfalen,1,Married,Roman Catholic,NA,Homemaker,"4,000 to below 4,500 <80>",4,6,21-50 kilometers,50 <96> 249,6,0,0.375,0,0.16666666666666666,2,1,1,2,2,3,1,1,1,3,2,1,3,1,1,4,2
1,2,NA,NA,2,3,NA,NA,NA,1.077445490289527,33,30-39,Female,Nordrhein-Westfalen,1,"With partner, living together","Christian, but not close to a particular religious community",NA,Skilled worker,"5,000 or more <80>",5,7,3-5 kilometers,250 <96> 499,5,10,0.5,0.3333333333333333,0,2,3,2,2,2,2,3,3,3,3,3,3,3,3,3,2,3
3,2,2,2,2,2,NA,NA,NA,1.180722891566265,32,30-39,Female,Nordrhein-Westfalen,1,Married,Protestant,15,Parental leave,"2,500 to below 3,000 <80>",5,5,Less than 3 kilometer,50 <96> 249,7,50,0.75,0.3333333333333333,0.3333333333333333,NA,3,4,4,4,3,3,3,3,3,3,3,3,2,3,2,4
3,1,1,1,1,1,NA,NA,NA,1.0518898142216528,64,60 and older,Female,Nordrhein-Westfalen,1,Married,Roman Catholic,13,Employee in low / medium position,"3,000 to below 3,500 <80>",2,7,21-50 kilometers,50 <96> 249,4,1,0.625,0.6666666666666666,0.5,NA,3,3,4,3,2,3,4,4,4,3,3,1,2,4,2,2
3,1,1,1,1,1,NA,NA,NA,1.0604026845637584,50,40-49,Male,Nordrhein-Westfalen,1,"Single, without partner",Protestant,19,Employee in low / medium position,"1,500 to below 2,000 <80>",1,5,3-5 kilometers,1000 and more,3,0,0,0,0.3333333333333333,NA,2,1,1,1,2,1,1,2,3,2,1,1,2,4,1,2
1,1,NA,NA,1,1,NA,NA,NA,1.0604026845637584,49,40-49,Male,Nordrhein-Westfalen,1,"Single, without partner",Protestant,NA,Unemployed / seeking work,"500 to below 1,000 <80>",1,3,3-5 kilometers,50 <96> 249,3,0,0.125,0,0.3333333333333333,2,2,1,3,1,3,2,1,3,3,3,1,1,2,3,3,2
3,2,1,1,1,1,NA,NA,NA,1.1280853902601735,65,60 and older,Male,Nordrhein-Westfalen,1,Married,Roman Catholic,15,Employee in low / medium position,"3,000 to below 3,500 <80>",3,7,11-20 kilometers,50 <96> 249,3,0,0.25,0,0.8333333333333334,NA,3,1,3,1,2,2,2,3,3,2,2,2,2,3,2,2
3,2,1,1,2,1,NA,NA,NA,1.0775341595170005,22,18-29,Female,Nordrhein-Westfalen,1,"With partner, not living together","No, I don't feel close to any religion",15,"In schooling / vocational training, student","2,000 to below 2,500 <80>",4,6,11-20 kilometers,50 <96> 249,4,6,0.375,0,0,NA,2,1,2,2,4,2,2,2,3,2,2,2,2,2,3,3
3,2,1,2,2,2,NA,NA,NA,1.1774744027303754,76,60 and older,Male,Nordrhein-Westfalen,1,"With partner, not living together",Roman Catholic,15,Retired,No answer,1,6,6-10 kilometers,50 <96> 249,7,0,0.625,0.3333333333333333,0.3333333333333333,NA,3,2,3,2,3,2,3,2,3,3,2,3,2,3,2,2
1,2,NA,NA,1,1,NA,NA,NA,1.1774744027303754,75,60 and older,Male,Nordrhein-Westfalen,1,Divorced / separated,Roman Catholic,NA,Retired,No answer,1,5,6-10 kilometers,There are no refugees in my town,5,6,0.875,0.3333333333333333,0,2,2,2,3,2,3,2,2,3,3,3,1,2,3,1,2,1
1,1,NA,NA,2,1,NA,NA,NA,1.0931198102016608,48,40-49,Female,Nordrhein-Westfalen,1,Married,Protestant,NA,Homemaker,"500 to below 1,000 <80>",4,5,Less than 3 kilometer,1000 and more,5,3,0.5,0.6666666666666666,0.3333333333333333,2,2,3,4,4,3,3,3,4,4,3,3,2,3,4,3,3
1,1,NA,NA,1,1,NA,NA,NA,1.0931198102016608,58,50-59,Female,Nordrhein-Westfalen,1,Married,Roman Catholic,NA,Employee in low / medium position,"2,500 to below 3,000 <80>",3,8,11-20 kilometers,50 <96> 249,5,0,0.5,0,0.5,2,3,1,3,3,3,3,3,3,2,3,2,2,2,3,3,2
3,1,1,1,2,1,NA,NA,NA,1.0931198102016608,49,40-49,Female,Nordrhein-Westfalen,1,Married,Protestant,13,Homemaker,"1,000 to below 1,500 <80>",5,2,More than 50 kilometer,1000 and more,10,4,0.125,1,0.5,NA,2,2,4,4,3,3,3,3,4,3,2,3,3,3,4,4
1,1,NA,NA,1,1,NA,NA,NA,1.0931198102016608,21,18-29,Female,Nordrhein-Westfalen,1,"Single, without partner","No, I don't feel close to any religion",NA,"In schooling / vocational training, student","3,500 to below 4,000 <80>",4,6,6-10 kilometers,50 <96> 249,5,0,0.25,0,0,2,2,2,1,1,3,2,2,2,1,2,2,2,2,2,3,3
1,1,NA,NA,1,1,NA,NA,NA,1.0434174821149576,62,60 and older,Male,Nordrhein-Westfalen,1,"With partner, living together","Eastern religion (Buddhism, Hinduism, Sikhism, Shinto, Tao, etc.)",NA,Self-employed / freelancer,"3,500 to below 4,000 <80>",2,7,6-10 kilometers,50 <96> 249,0,2,0.375,0,0,2,3,1,2,1,3,3,2,2,3,3,2,2,2,3,3,2
1,1,NA,NA,1,1,NA,NA,NA,1.0434174821149576,66,60 and older,Male,Nordrhein-Westfalen,1,Married,Protestant,NA,Retired,"4,500 to below 5,000 <80>",2,6,21-50 kilometers,500 <96> 999,3,0,0,0,0,2,2,1,3,2,1,2,1,2,2,2,2,2,2,3,2,2
1,1,NA,NA,1,2,NA,NA,NA,1.0434174821149576,38,30-39,Male,Nordrhein-Westfalen,1,Married,Roman Catholic,NA,Employee in high position,No answer,2,7,6-10 kilometers,1 <96> 49,7,57,0.625,0.3333333333333333,0,2,4,4,3,1,3,3,1,3,4,3,1,4,3,4,2,2
1,1,NA,NA,1,1,NA,NA,NA,1.0434174821149576,53,50-59,Female,Nordrhein-Westfalen,1,Married,Protestant,NA,Employee in low / medium position,"2,500 to below 3,000 <80>",4,5,3-5 kilometers,50 <96> 249,6,10,0.75,0,0,2,2,3,3,1,4,2,3,3,3,2,2,2,2,3,3,2
3,1,1,1,1,1,NA,NA,NA,1.0434174821149576,67,60 and older,Male,Nordrhein-Westfalen,1,Married,Protestant,13,Retired,"3,500 to below 4,000 <80>",2,6,Less than 3 kilometer,500 <96> 999,2,0,0.25,0,0,NA,2,2,3,1,2,2,3,2,3,2,3,2,1,3,2,2
3,2,2,2,2,2,NA,NA,NA,1.0434174821149576,54,50-59,Female,Nordrhein-Westfalen,1,Married,Protestant,13,Homemaker,"1,500 to below 2,000 <80>",3,4,Don't know,1000 and more,5,0,1,0.6666666666666666,0.3333333333333333,NA,4,3,4,4,3,4,4,4,3,3,3,3,4,4,4,3
3,2,2,3,1,3,NA,NA,NA,1.0434174821149576,29,18-29,Female,Nordrhein-Westfalen,1,"Single, without partner","No, I don't feel close to any religion",15,Unskilled worker,"1,000 to below 1,500 <80>",1,5,11-20 kilometers,50 <96> 249,6,0,0.875,0.6666666666666666,0.16666666666666666,NA,4,4,4,4,3,3,4,4,3,4,4,3,4,3,4,3
1,3,NA,NA,2,2,NA,NA,NA,1.0434174821149576,51,50-59,Female,Nordrhein-Westfalen,1,"With partner, not living together",Roman Catholic,NA,Homemaker,"500 to below 1,000 <80>",2,3,3-5 kilometers,500 <96> 999,4,0,0.75,0.6666666666666666,0.5,2,3,2,4,3,4,3,4,4,4,2,4,2,4,4,4,4
1,4,NA,NA,2,3,NA,NA,NA,1.0434174821149576,28,18-29,Female,Nordrhein-Westfalen,1,"Single, without partner","No, I don't feel close to any religion",NA,Unemployed / seeking work,"500 to below 1,000 <80>",1,4,3-5 kilometers,1 <96> 49,7,0,1,1,0,2,4,3,4,4,3,3,3,4,3,4,3,4,3,1,2,3
1,3,NA,NA,2,2,NA,NA,NA,1.0434174821149576,53,50-59,Female,Nordrhein-Westfalen,1,Married,Protestant,NA,Homemaker,"1,500 to below 2,000 <80>",3,4,3-5 kilometers,1000 and more,5,0,0.875,1,0,2,4,2,4,4,4,4,3,3,3,3,3,3,4,4,4,3
1,1,NA,NA,1,1,NA,NA,NA,1.0434174821149576,53,50-59,Male,Nordrhein-Westfalen,1,Married,Protestant,NA,Skilled worker,"5,000 or more <80>",3,5,Less than 3 kilometer,250 <96> 499,2,3,0.125,0,1,2,1,4,1,1,2,2,1,1,3,2,1,1,1,4,4,1
1,1,NA,NA,1,1,NA,NA,NA,1.0434174821149576,43,40-49,Female,Nordrhein-Westfalen,1,Married,Protestant,NA,Unskilled worker,"4,500 to below 5,000 <80>",3,6,Less than 3 kilometer,250 <96> 499,5,3,0.25,0.3333333333333333,0.8333333333333334,2,2,4,2,3,4,4,1,1,1,2,1,1,1,3,4,4
3,1,1,1,1,1,NA,NA,NA,1.0434174821149576,63,60 and older,Male,Nordrhein-Westfalen,1,"With partner, living together","No, I don't feel close to any religion",17,Self-employed / freelancer,"3,500 to below 4,000 <80>",2,7,6-10 kilometers,50 <96> 249,0,2,0.625,0,0,NA,3,2,2,2,3,3,2,2,3,3,2,2,2,4,3,2
